,loss,accuracy,f1_m,val_loss,val_accuracy,val_f1_m
0,0.47455519437789917,0.7799892425537109,0.7451428174972534,0.571251630783081,0.7460708618164062,0.803015947341919
1,0.4094747304916382,0.820895254611969,0.7995113730430603,0.594068706035614,0.7214340567588806,0.779725968837738
2,0.39413756132125854,0.8279087543487549,0.8046503663063049,0.4708835780620575,0.7671395540237427,0.8217207789421082
3,0.3847767114639282,0.8315476775169373,0.8079544901847839,0.4755550026893616,0.7553309202194214,0.8105963468551636
4,0.3791743218898773,0.8331099152565002,0.8092995285987854,0.6142376661300659,0.6472687125205994,0.7161878943443298
5,0.37453311681747437,0.835021436214447,0.810765266418457,0.4827592968940735,0.7538866996765137,0.812250018119812
6,0.3718346357345581,0.8361777663230896,0.8115199208259583,0.5483884215354919,0.6697816848754883,0.736542820930481
7,0.3701685070991516,0.8367960453033447,0.8118770718574524,0.44841787219047546,0.7508707642555237,0.8090512156486511
8,0.36660170555114746,0.8384479880332947,0.813728392124176,0.5920205116271973,0.6406422853469849,0.7104302644729614
9,0.3656594455242157,0.838476300239563,0.8134880065917969,0.6032141447067261,0.647438645362854,0.7148627638816833
10,0.36437511444091797,0.8392550349235535,0.8145516514778137,0.5582974553108215,0.6861354112625122,0.7525262236595154
11,0.3625967502593994,0.8397458791732788,0.8146547675132751,0.5356281995773315,0.7078412771224976,0.7734077572822571
12,0.3604290783405304,0.8402367234230042,0.8157772421836853,0.5710041522979736,0.6806983351707458,0.7455635666847229
13,0.3598751425743103,0.840850293636322,0.815893828868866,0.6632026433944702,0.5965508222579956,0.666416347026825
14,0.35860106348991394,0.8412184715270996,0.8162317276000977,0.6124036908149719,0.6354175806045532,0.7050653696060181
15,0.35769420862197876,0.8421152234077454,0.8171480894088745,0.6168500185012817,0.6374139785766602,0.7066250443458557
16,0.35777348279953003,0.8415535688400269,0.8169350028038025,0.5985803008079529,0.6357573866844177,0.7052674293518066
17,0.356426477432251,0.8425729870796204,0.8179692029953003,0.5500757098197937,0.688174307346344,0.7548301219940186
