,loss,accuracy,f1_m,val_loss,val_accuracy,val_f1_m
0,0.47601696848869324,0.7760509252548218,0.7404091358184814,0.7476818561553955,0.6195240020751953,0.7106221914291382
1,0.4043676257133484,0.8209902048110962,0.7976049184799194,0.48840200901031494,0.726457417011261,0.7945997714996338
2,0.38799601793289185,0.8266147971153259,0.801466166973114,0.6542863249778748,0.5504484176635742,0.6450894474983215
3,0.3787057101726532,0.8293360471725464,0.8033590316772461,0.6083168387413025,0.5808037519454956,0.6720739603042603
4,0.37391233444213867,0.8326849341392517,0.8064384460449219,0.6269711852073669,0.5736892223358154,0.6631702780723572
5,0.36927199363708496,0.8342132568359375,0.8080461621284485,0.6960058212280273,0.5298810005187988,0.6219573616981506
6,0.36661773920059204,0.8346588611602783,0.8082451224327087,0.625788152217865,0.5820972919464111,0.6721560955047607
7,0.36400535702705383,0.8360769748687744,0.8100890517234802,0.7150893211364746,0.4834425747394562,0.5783876180648804
8,0.36173370480537415,0.8361296653747559,0.8099602460861206,0.682265043258667,0.5196619629859924,0.613765299320221
9,0.36028045415878296,0.837461531162262,0.8112503290176392,0.7192450165748596,0.5241893529891968,0.6177269220352173
10,0.3577273488044739,0.8393204212188721,0.8133507966995239,0.7317688465118408,0.46024492383003235,0.5547274947166443
11,0.35669374465942383,0.8388652801513672,0.8127815127372742,0.7775405049324036,0.4458002746105194,0.5392150282859802
