,loss,accuracy,f1_m,val_loss,val_accuracy,val_f1_m
0,0.4617566466331482,0.7831011414527893,0.7549372315406799,0.5282096862792969,0.7810181379318237,0.8439649343490601
1,0.38722798228263855,0.8279534578323364,0.8094305396080017,0.46998709440231323,0.7374892234802246,0.8047699928283691
2,0.3690110445022583,0.8361934423446655,0.815543532371521,0.8234601020812988,0.4805004298686981,0.5760608911514282
3,0.3608555793762207,0.8393954634666443,0.8178367614746094,0.5927790999412537,0.618852436542511,0.7023473978042603
4,0.3549357056617737,0.8420941829681396,0.8205016255378723,0.5593303442001343,0.6264020800590515,0.7081228494644165
5,0.3521118760108948,0.8430240750312805,0.8212792873382568,0.5757758021354675,0.6149266362190247,0.6978956460952759
6,0.34966447949409485,0.8450565338134766,0.823108434677124,0.6824740171432495,0.5433563590049744,0.6343644857406616
7,0.34684303402900696,0.8458570241928101,0.8238954544067383,0.6376216411590576,0.5728213787078857,0.6599811315536499
8,0.3451771140098572,0.846245288848877,0.8240904808044434,0.5838989019393921,0.6263589262962341,0.7060579657554626
9,0.3437426686286926,0.8471368551254272,0.8255437016487122,0.7730146646499634,0.4625107944011688,0.5565296411514282
10,0.3417806029319763,0.8482058048248291,0.8264252543449402,0.5889959931373596,0.5974547266960144,0.6803100109100342
11,0.34048187732696533,0.8484407067298889,0.8267098069190979,0.6547474265098572,0.5584124326705933,0.6460518836975098
